time,open,high,low,close,Volume,Futures Open Interest,Crypto Open Interest (열기),Crypto Open Interest (고가,Crypto Open Interest (저가),Crypto Open Interest (닫기),Funding Rate
1754756100,116780.8,116783.9,116663.3,116674.8,621.147,,83765.633,83888.041,83764.169,83888.041,0.0045460000000000006
1754757000,116674.7,116728.8,116581.4,116693.1,750.346,,83888.103,83888.103,83822.4,83823.349,0.004671
1754757900,116693,116693,116583.4,116596.8,455.287,,83824.85,83836.007,83790.416,83815.959,0.004686
1754758800,116596.8,116759.1,116581.3,116698.4,581.569,,83830.955,83847.769,83812.217,83845.933,0.004947
1754759700,116698.4,116725,116650,116695.9,362.944,,83845.915,83846.151,83832.353,83839.026,0.004899
1754760600,116695.9,116729.3,116619.4,116638.7,356.746,,83837.778,83879.711,83831.377,83874.997,0.004817
1754761500,116638.6,116651.4,116555.7,116627.1,497.539,,83876.725,83892.115,83825.911,83830.932,0.004757
1754762400,116627,116683.7,116592.1,116606.9,392.549,,83830.193,83838.701,83826.41,83837.164,0.004568
1754763300,116606.9,116671.4,116595.5,116623.3,249.38,,83836.257,83843.979,83828.146,83843.317,0.004685
1754764200,116623.3,116623.3,116555,116555,387.632,,83843.278,83898.929,83843.278,83896.996,0.004465
1754765100,116555,116627.9,116503.1,116579.9,815.357,,83931.471,83931.471,83811.377,83879.879,0.004257
1754766000,116579.9,116682,116579.9,116605.7,412.06,,83889.496,83906.217,83867.538,83872.719,0.004599
1754766900,116605.7,116629.5,116500.1,116574.1,524.163,,83868.869,83945.112,83868.08,83943.616,0.004999
1754767800,116574.2,116574.2,116502.5,116528.2,329.111,,83943.274,83958.206,83937.341,83951.78,0.005573
1754768700,116528.3,116585,116458.1,116499.9,408.839,,83952.288,83953.31,83919.273,83919.273,0.005793
1754769600,116499.9,116565.2,116457.7,116506.3,501.624,,83923.528,83936.234,83893.809,83933.592,0.006046
1754770500,116506.3,116705,116458.8,116691.9,1547.586,,83934.314,84293.523,83904.617,84285.811,0.006808999999999999
1754771400,116691.9,117000,116664.7,116881.8,1705.455,,84285.279,84371.011,84132.398,84183.678,0.007201
1754772300,116881.8,116881.8,116696.6,116732.9,594.471,,84181.933,84202.424,84163.72,84180.008,0.007736000000000001
1754773200,116732.9,116755.9,116643.1,116643.2,418.383,,84195.577,84209.59,84171.597,84171.597,0.008433
1754774100,116643.2,116643.2,116350,116365.3,1355.144,,84175.922,84177.024,84024.409,84049.049,0.008213
1754775000,116365.3,116495.4,116350.6,116390.1,682.077,,84041.458,84078.166,84037.284,84048.028,0.008738
1754775900,116390.1,116563.2,116390,116479,302.501,,84047.705,84047.876,84018.416,84031.429,0.009096
1754776800,116479,116561.3,116445,116527.5,391.279,,84042.033,84077.25,84042.033,84077.034,0.009155
1754777700,116527.5,116690,116527.4,116636.6,770.553,,84077.171,84089.557,84048.59,84075.756,0.009375999999999999
1754778600,116636.7,116648.2,116517.1,116550.1,448.693,,84075.235,84130.168,84075.235,84117.223,0.0093
1754779500,116550.1,116556.1,116461.5,116502.3,451.135,,84118.48,84147.043,84111.792,84114.752,0.009386
1754780400,116502.3,116554.5,116450.9,116451,356.799,,84115.336,84122.123,84066.145,84071.412,0.009488
1754781300,116451,116478.6,116403.7,116403.7,207.023,,84071.448,84071.448,84027.286,84027.474,0.009616999999999999
1754782200,116403.7,116468.3,116382.5,116418.5,292.555,,84025.717,84028.43,84002.88,84011.111,0.009645
1754783100,116418.6,116460.7,116418.5,116422.1,169.727,,84010.814,84016.714,83997.92,84001.995,0.009844
1754784000,116422.1,116549.7,116413.2,116532.5,450.284,,84002.523,84002.523,83926.211,83944.013,0.01
1754784900,116532.5,116584.4,116532.4,116544.9,241.818,,83946.549,83973.098,83946.549,83972.843,0.01
1754785800,116544.9,116611,116500.8,116584.1,311.567,,83973.343,84024.241,83966.975,84024.095,0.01
1754786700,116584.1,116702.6,116546.1,116691.2,517.127,,84024.969,84038.64,84005.444,84027.704,0.01
1754787600,116691.2,116719.5,116564.8,116564.9,931.339,,84046.199,84260.75,84046.199,84255.404,0.01
1754788500,116564.9,116643.5,116564.8,116568.5,260.637,,84255.021,84261.499,84239.391,84242.03,0.01
1754789400,116568.4,116624.4,116555.7,116574,336.866,,84242.389,84281.917,84229.91,84280.294,0.01
1754790300,116574,116574,116502.9,116535.1,311.359,,84281.632,84287.161,84258.557,84258.557,0.01
1754791200,116535,116608.6,116535,116590.7,327.885,,84257.914,84290.957,84239.993,84286.504,0.01
1754792100,116590.7,116755.5,116578,116755.4,1327.761,,84285.84,84768.574,84285.84,84768.574,0.01
1754793000,116755.5,117091.8,116719.8,117000,4263.898,,84776.596,85788.517,84776.596,85694.66,0.01
1754793900,117000,117282,116999.9,117273.7,1777.464,,85721.308,85906.348,85679.96,85902.393,0.01
1754794800,117273.6,117950,117201.3,117875.2,7811.099,,85916.771,85975.363,85597.781,85726.791,0.01
1754795700,117875.2,118500,117500,118339.4,9078.651,,85720.85,85720.85,85311.291,85575.516,0.01
1754796600,118339.4,118471.8,118122.4,118186.2,3759.165,,85617.861,85752.054,85602.205,85617.718,0.01
1754797500,118186.3,118499.8,118100,118480.1,3238.954,,85630.248,85734.145,85578.619,85734.145,0.01
1754798400,118480,118738,118480,118679.1,3848.993,,85835.441,86168.262,85803.606,86161.344,0.01
1754799300,118679.2,118689.7,118504.1,118599.5,1169.428,,86156.973,86196.68,86113.412,86193.853,0.01
1754800200,118599.4,118600,118359.2,118363.9,1898.028,,86201.901,86329.807,86201.901,86294.326,0.01
1754801100,118363.9,118536.5,118338.8,118460.4,1670.388,,86294.496,86411.051,86230.305,86230.305,0.01
1754802000,118460.4,118483.9,118210,118227.3,1494.503,,86226.388,86229.862,86099.107,86186.785,0.01
1754802900,118227.4,118256.4,117837,117860.2,3086.635,,86123.966,86186.803,85831.994,85837.687,0.01
1754803800,117860.2,118231.8,117860.1,118222,1480.83,,85834.13,85864.273,85811.495,85825.171,0.01
1754804700,118222,118222,117880.1,117999.9,885.487,,85821.067,85829.28,85758.628,85758.752,0.01
1754805600,118000,118126.9,117972.4,117972.4,885.575,,85773.096,85773.096,85680.178,85684.602,0.01
1754806500,117972.4,117972.5,117777,117806.9,1605.18,,85684.415,85689.108,85471.581,85471.581,0.01
1754807400,117806.8,117954.2,117690.3,117935.8,1541.016,,85469.49,85469.49,85304.129,85304.129,0.01
1754808300,117935.8,118105,117883.6,118032,1603.589,,85305.812,85443.97,85273.935,85430.294,0.01
1754809200,118032,118201.4,118013.6,118113.6,1209.77,,85429.864,85510.773,85382.455,85482.214,0.01
1754810100,118113.5,118200,118043.7,118045.4,508.002,,85481.935,85481.935,85447.36,85447.36,0.01
1754811000,118045.5,118080,117533,117591.8,2415.89,,85451.215,85461.466,85240.634,85240.634,0.01
1754811900,117591.8,117817.3,117342,117770,3763.339,,85277.091,85277.091,84984.824,85087.736,0.01
1754812800,117770,117996.7,117568.9,117982.7,2073.007,,85087.147,85095.965,84961.424,85089.497,0.01
1754813700,117982.7,118139.7,117962.3,118091.5,1300.579,,85089.69,85158.314,85089.69,85158.314,0.01
1754814600,118091.6,118180,118051.8,118095,568.722,,85158.655,85183.288,85158.655,85181.062,0.01
1754815500,118095,118371,118095,118267.8,1836.32,,85179.526,85306.372,85169.304,85245.4,0.01
1754816400,118267.8,118334.8,118210.1,118276.8,1121.143,,85248.229,85248.229,85102.022,85112.095,0.01
1754817300,118276.8,118359.6,118223,118234.7,551.468,,85110.78,85115.956,85003.208,85017.058,0.01
1754818200,118234.8,118234.8,118080.5,118080.5,816.742,,85015.252,85022.906,84971.81,84971.81,0.01
1754819100,118080.5,118411.8,118080.5,118246.7,767.036,,84967.691,84970.013,84916.56,84939.001,0.01
1754820000,118246.7,118255,118081.9,118111.4,660.501,,84973.237,85027.768,84972.116,85026.338,0.01
1754820900,118111.4,118214.4,118059.3,118148.5,501.132,,85021.889,85056.728,84991.154,84991.154,0.01
1754821800,118148.5,118175,117966.9,118158.2,773.333,,84995.208,84995.696,84953.648,84985.263,0.01
1754822700,118158.2,118220.3,117975.2,117981.2,473.408,,84987.37,85016.399,84986.25,85008.719,0.01
1754823600,117981.1,118028.3,117891.1,117977.9,738.164,,85008.098,85027.968,85003.197,85010.451,0.01
1754824500,117977.8,118250,117923.3,118250,728.263,,85012.176,85035.121,85000.921,85013.362,0.01
1754825400,118250,118435,118160.2,118352,1547.365,,85008.514,85008.514,84882.416,84904.893,0.01
1754826300,118352,118489.9,118247,118295.9,1583.055,,84907.544,85211.66,84889.763,85129.596,0.01
1754827200,118295.9,118525,118192.6,118472.4,2123.143,,85122.776,85134.675,84921.73,85114.71,0.01
1754828100,118472.4,118639.3,118420.5,118533.3,1288.48,,85109.858,85141.028,85073.642,85141.028,0.01
1754829000,118533.2,118667.8,118533.2,118653.3,906.653,,85144.693,85279.696,85144.693,85279.696,0.01
1754829900,118653.2,118708,118415.9,118466.3,1365.159,,85292.004,85423.613,85289.457,85376.561,0.01
1754830800,118466.3,118649.9,118414.5,118535.6,762.192,,85383.252,85451.059,85381.932,85446.639,0.01
1754831700,118535.6,118567.3,118330,118528.7,807.676,,85445.564,85455.223,85386.472,85433.355,0.01
1754832600,118528.7,118528.7,118318.7,118523.8,1011.476,,85432.955,85486.314,85425.753,85474.241,0.01
1754833500,118523.8,118649.5,118391.2,118410.5,971.25,,85474.511,85609.074,85474.511,85609.074,0.01
1754834400,118410.6,118594.9,118272,118559.3,1448.094,,85600.725,85637.732,85556.901,85623.446,0.01
1754835300,118559.3,118798.2,118511.8,118783.9,1981.776,,85621.721,85662.548,85524.032,85660.195,0.01
1754836200,118784,118792.9,118578.5,118732.2,1173.526,,85669.019,85679.276,85617.756,85624.823,0.01
1754837100,118732.3,118841.7,118539.1,118749.3,1709.743,,85621.072,86109.527,85621.072,86109.527,0.01
1754838000,118749.3,119094,118700,118853.2,3760.061,,86120.46,86493.462,86120.46,86493.462,0.01
1754838900,118853.2,118923,118600,118645.3,1227.708,,86495.2,86506.699,86411.465,86449.296,0.01
1754839800,118645.2,118699,118520,118698.9,1073.714,,86450.053,86481.848,86414.994,86457.441,0.01
1754840700,118698.9,118861.2,118675,118766,1257.397,,86462.128,86466.288,86340.046,86378.551,0.01
1754841600,118766,118917.4,118755.1,118802.3,803.646,,86374.178,86513.151,86374.178,86513.048,0.01
1754842500,118802.2,118813.1,118633.1,118685.7,879.284,,86514.913,86705.786,86500.929,86705.601,0.01
1754843400,118685.7,118750.1,118595.5,118750,737.425,,86713.809,86746.512,86698.987,86700.075,0.01
1754844300,118750.1,118811.8,118601.6,118636.8,486.04,,86701.56,86701.56,86656.15,86667.343,0.01
1754845200,118636.8,118670.9,118543.4,118545.5,494.108,,86670.26,86677.177,86642.081,86658.563,0.01
1754846100,118545.5,118593,118421.2,118431,787.56,,86656.348,86665.245,86580.732,86599.335,0.01
1754847000,118431,118581,118431,118493.3,282.41,,86602.383,86602.383,86585.012,86589.819,0.01
1754847900,118493.3,118549.8,118489.5,118489.5,204.383,,86590.117,86591.195,86560.662,86560.662,0.01
1754848800,118489.6,118532.5,118450.9,118510.2,290.414,,86555.757,86566.196,86551.772,86552.947,0.01
1754849700,118510.2,118510.2,118395.8,118407.4,244.89,,86552.034,86553.338,86509.273,86509.273,0.01
1754850600,118407.4,118538.4,118407.3,118527.8,250.167,,86507.543,86514.401,86485.741,86514.401,0.01
1754851500,118527.9,118595.4,118488,118519.9,288.69,,86515.847,86560.112,86506.531,86559.502,0.01
1754852400,118519.9,118626.7,118431.6,118621.5,450.197,,86559.891,86603.994,86552.967,86601.318,0.01
1754853300,118621.6,118661.8,118523,118531,283.004,,86599.898,86627.511,86596.775,86624.958,0.01
1754854200,118531,118692.3,118494,118624.1,588.4,,86625.958,86674.991,86603.53,86603.53,0.01
1754855100,118624,118678.8,118588.8,118624.5,212.516,,86592.651,86598.047,86583.48,86593.326,0.01
1754856000,118624.6,118661.4,118182.8,118261.1,2365.741,,86593.338,86605.472,86475.25,86475.25,0.01
1754856900,118261.1,118352.2,118010,118250.6,2978.844,,86474.959,86927.61,86474.959,86766.819,0.01
1754857800,118250.6,118670.2,118250.6,118649.9,1079.952,,86765.538,86786.699,86672.172,86672.172,0.01
1754858700,118649.9,118736.4,118277,118277.1,912.026,,86689.194,86728.142,86656.631,86656.631,0.01
1754859600,118277.1,118307.6,118044.7,118199.9,1789.304,,86631.573,86678.373,86468.817,86468.817,0.01
1754860500,118200,118428.9,118133.3,118190.1,631.036,,86446.989,86451.741,86415.457,86451.741,0.01
1754861400,118190.1,118260,118111.1,118213.2,431.34,,86450.433,86450.433,86383.972,86384.589,0.01
1754862300,118213.2,118678,118212,118678,466.745,,86384.707,86434.668,86363.152,86432.157,0.01
1754863200,118678,118925.8,118573.7,118825.1,2020.56,,86434.397,86545.038,86424.706,86521.6,0.01
1754864100,118825.1,118949.9,118785.7,118807.5,852.585,,86524.256,86637.894,86519.811,86636.032,0.01
1754865000,118807.6,118942.2,118807.5,118923,667.609,,86641.045,86737.692,86635.533,86721.941,0.01
1754865900,118923,119046.6,118855.7,119046.6,822.278,,86717.083,86769.792,86712.909,86755.474,0.01
1754866800,119046.7,119221.9,118917.1,118917.1,1945.344,,86770.437,86770.437,86715.642,86716.714,0.01
1754867700,118917.1,118988,118812.8,118978,974.796,,86717.035,86804.555,86655.194,86670.83,0.01
1754868600,118978.1,119291.9,118961.7,119223.3,1532.397,,86669.913,86909.419,86657.735,86909.419,0.01
1754869500,119223.3,119271.6,119161.3,119255.3,657.275,,86919.555,86991.32,86919.555,86955.227,0.01
1754870400,119255.3,119280.1,119093.3,119182,1396.275,,86959.398,87005.723,86871.229,87004.556,0.01
1754871300,119182,119490.3,119155.1,119377.7,2676.931,,87009.297,87162.582,86983.024,87006.794,0.01
1754872200,119377.8,119409.3,119111.5,119195.2,1140.862,,87017.918,87061.439,86996.027,87031.982,0.01
1754873100,119195.2,119307.5,119058.4,119093.1,854.007,,87031.488,87087.018,87026.813,87087.018,0.01
1754874000,119093,119197.3,119011.1,119066.8,1027.45,,87097.252,87281.664,87096.962,87260.714,0.01
1754874900,119066.9,119217.2,118950,119139.6,1245.15,,87259.963,87282.926,87108.799,87116.536,0.01
1754875800,119139.7,119800,119135,119736.2,4417.545,,87116.114,87457.866,87109.042,87434.677,0.01
1754876700,119736.2,120095.2,119600,120050.1,3440.468,,87433.701,87840.65,87433.701,87840.65,0.01
1754877600,120050,121300,119888.3,121264.9,15143.325,,88692.435,89950.712,88692.435,89950.712,0.01
1754878500,121264.9,121736.1,120918,121462.4,9698.587,,89932.807,90852.563,89932.807,90749.639,0.01
1754879400,121462.5,121774.3,121324.8,121700,3411.582,,90739.1,90801.389,90679.885,90801.389,0.01
1754880300,121700,121880.9,121597.2,121837.5,2576.447,,90821.097,91015.558,90821.097,91010.088,0.01
1754881200,121837.5,121990,121564,121968.9,4446.417,,91018.793,91916.257,91018.793,91888.69,0.01
1754882100,121968.9,122165.4,121618.4,121731.2,4029.619,,91963.183,92210.467,91963.183,92210.467,0.01
1754883000,121731.2,121762,121539,121567.5,2401.241,,92229.487,92641.591,92229.487,92622.296,0.01
1754883900,121567.6,121941.4,121546.3,121700.1,1632.296,,92619.835,92856.721,92600.316,92856.721,0.01
1754884800,121700.1,121884.9,121621.8,121690,1195.7,,92858.07,92958.864,92858.07,92943.299,0.01
1754885700,121690.1,121888,121640.1,121690.3,1100.683,,92969.99,93071.064,92969.99,93029.643,0.01
1754886600,121690.3,121838.4,121601,121672.2,1087.233,,92993.691,93026.242,92952.047,92988.86,0.01
1754887500,121672.2,122450,121651.7,122069.7,5747.098,,92995.018,92996.797,92521.445,92558.807,0.01
1754888400,122069.8,122319.8,122004.2,122294.5,2547.255,,92556.956,92724.666,92556.956,92696.99,0.01
1754889300,122294.5,122294.5,121793.5,121967.4,2136.49,,92684.006,92748.261,92668.658,92668.658,0.01
1754890200,121967.4,122040,121852.6,121852.6,1150.412,,92650.35,92766.945,92650.35,92718.799,0.01
1754891100,121852.6,122116.9,121795.1,122042.3,1568.299,,92705.201,92798.101,92679.203,92798.101,0.01
1754892000,122042.3,122121.4,121974.4,122069.4,881.974,,92805.154,92967.95,92798.416,92956.541,0.01
1754892900,122069.4,122150,121937.5,122087.6,969.131,,92982.893,92991.745,92922.565,92984.984,0.01
1754893800,122087.6,122228,122064.9,122207,1229.045,,92981.455,93233.082,92947.488,93233.082,0.01
1754894700,122206.9,122332.4,122141.3,122288.9,1412.274,,93235.037,93418.08,93196.871,93387.367,0.01
1754895600,122289,122300,121965.1,121965.1,1343.425,,93390.934,93583.782,93388.129,93568.826,0.01
1754896500,121965.1,122102.7,121850,121893.7,1078.714,,93568.041,93624.018,93559.682,93622.892,0.01
1754897400,121893.6,121945.2,121653,121794.8,2124.878,,93611.677,93796.01,93607.742,93796.01,0.01
1754898300,121794.8,121809.8,121432.3,121534.8,2234.232,,93794.609,94114.075,93794.609,94114.075,0.01
1754899200,121534.9,121666.6,121166.8,121645.3,4049.678,,94114.951,94225.985,93761.994,93764.596,0.01
1754900100,121645.4,121732.8,121569.2,121715,1054.109,,93767.138,93772.974,93737.028,93755.237,0.01
1754901000,121715.1,121820.7,121584,121690,916.438,,93757.407,93853.85,93757.407,93853.85,0.01
1754901900,121690,121784.7,121620.9,121673.2,474.627,,93859.283,93864.953,93841.357,93855.288,0.01
1754902800,121673.2,121699.3,121468.1,121489.9,704.1,,93851.792,93901.315,93837,93901.315,0.01
1754903700,121490,121490,121233.7,121282,1358.105,,93895.06,93946.105,93842.411,93843.778,0.01
1754904600,121282,121432.9,121090.4,121432.8,2036.673,,93845.518,93845.518,93472.63,93505.783,0.01
1754905500,121432.8,121461.5,121291.6,121412.3,627.462,,93503.078,93504.065,93483.125,93494.357,0.01
1754906400,121412.4,121435.9,121119.8,121276.1,1241.802,,93493.002,93511.918,93458.217,93506.304,0.01
1754907300,121276.2,121388,121100.1,121271.1,1078.629,,93508.936,93530.18,93485.07,93512.61,0.01
1754908200,121271.1,121288,121090,121115.9,911.632,,93514.601,93591.083,93512.152,93537.358,0.01
1754909100,121115.9,121230.7,120948,121167.6,2025.125,,93538.831,93550.331,93339.815,93348.67,0.01
1754910000,121167.6,121276.1,120787,120925.1,2491.55,,93347.961,93406.425,93240.499,93263.441,0.01
1754910900,120925.1,120925.1,120500,120500.1,3430.977,,93264.356,93264.356,92950.228,92950.316,0.01
1754911800,120500.1,120797.2,120302,120671.6,3823.43,,92927.229,93034.379,92886.009,92992.012,0.01
1754912700,120671.6,120683.7,120267.3,120545,2651.912,,92990.893,93218.394,92937.716,93203.203,0.01
1754913600,120545,120655,120029.8,120170.2,4112.862,,93189.733,93672.014,93189.733,93609.388,0.01
1754914500,120170.1,120277.3,119964,120155.3,3016.133,,93640.05,93841.393,93593.839,93816.786,0.01
1754915400,120155.4,120261,119557,119557,6334.883,,93817.109,93817.109,93223.714,93230.868,0.01
1754916300,119557,119754.8,119500,119632.8,3457.052,,93184.072,93498.774,93089.695,93498.774,0.01
1754917200,119632.8,119716.7,119345,119514.2,3940.467,,93517.569,93759.732,93470.32,93753.674,0.01
1754918100,119514.2,119728.6,119408.2,119514.8,2151.77,,93743.324,93743.324,93487.368,93501.973,0.01
1754919000,119514.8,120195.9,119463,120153.1,5398.298,,93504.277,93504.277,93162.414,93162.414,0.01
1754919900,120153.1,120320,119777,119970,4406.12,,93148.375,93491.673,92992.013,93491.673,0.01
1754920800,119969.9,120200,119886.4,120026.4,3163.74,,93574.316,93849.653,93530.897,93660.843,0.01
1754921700,120026.4,120123.7,119754.8,119863.2,1814.507,,93645.489,93741.471,93616.481,93684.993,0.01
1754922600,119863.2,120555,119822.9,120065.1,3412.251,,93684.434,93684.434,93461.507,93463.165,0.01
1754923500,120065,120248.9,119863,120195.1,1761.678,,93464.988,93580.12,93458.577,93553.866,0.01
1754924400,120195,120212.8,119800,119973.5,1598.741,,93554.531,93555.06,93455.478,93486.491,0.01
1754925300,119973.4,120307.6,119954,120068.3,1544.724,,93485.446,93498.892,93276.151,93282.719,0.01
1754926200,120068.3,120387.3,120048.1,120343.2,1082.677,,93275.051,93312.247,93240.897,93248.243,0.01
1754927100,120343.2,120350,120127.2,120271.2,917.188,,93249.738,93281.963,93236.102,93255.587,0.01
1754928000,120271.2,120799,120194.2,120663.5,3451.449,,93259.141,93262.425,93069.816,93153.413,0.01
1754928900,120663.6,120768.8,120384.6,120515.3,2001.411,,93156.064,93165.596,93052.12,93066.131,0.01
1754929800,120515.3,120578,119885.9,119920.9,2786.495,,93068.397,93081.794,92619.935,92627.068,0.01
1754930700,119920.9,120140,119864.7,119910.3,1323.052,,92624.573,92624.573,92520.756,92534.569,0.01
1754931600,119910,120118.9,119846.3,119870,1079.92,,92534.057,92534.057,92475.294,92511.157,0.01
1754932500,119870,119870,119603.9,119758.9,2050.361,,92500.479,92504.609,92309.843,92311.724,0.01
1754933400,119758.9,119823.6,119593.1,119721.6,1149.627,,92313.994,92329.602,92254.622,92262.304,0.01
1754934300,119721.6,119730,119418.9,119469.7,2068.563,,92254.636,92401.491,92114.468,92123.983,0.01
1754935200,119469.7,119569.9,119201.6,119457.2,3788.621,,92259.008,92259.008,91740.099,91740.099,0.01
1754936100,119457.2,119687.3,119384.6,119575.9,1725.814,,91732.753,91784.481,91705.52,91761.157,0.01
1754937000,119576,119854.1,119509.6,119509.6,1320.839,,91759.405,91822.983,91743.449,91781.016,0.01
1754937900,119509.6,119769.1,119452.9,119748.1,619.479,,91778.131,91789.953,91742.171,91748.393,0.01
1754938800,119748,119760,119550,119550.1,515.632,,91750.141,91752.218,91664.493,91665.669,0.01
1754939700,119550.1,119567.8,119437.8,119437.9,474.412,,91663.662,91670.359,91625.093,91635.952,0.01
1754940600,119437.8,119445.3,119120.1,119140,2147.92,,91637.624,91655.898,91468.349,91468.349,0.01
1754941500,119140,119178.1,118499,119035.3,6492.863,,91464.378,91464.378,90544.658,90544.658,0.01
1754942400,119035.2,119050.1,118590,118682.5,2229.73,,90566.793,90603.554,90454.008,90454.008,0.01
1754943300,118682.5,118842.5,118527.4,118818,1330.732,,90446.371,90452.685,90357.84,90388.164,0.01
1754944200,118818.1,119039.2,118815.5,118959.4,942.888,,90374.069,90380.138,90329.909,90332.447,0.01
1754945100,118959.4,119036.8,118757.3,118775.6,839.004,,90333.475,90373.83,90281.232,90281.232,0.01
1754946000,118775.6,119032,118725.8,119015.5,685.996,,90280.892,90297.855,90253.981,90284.08,0.01
1754946900,119015.6,119149.6,118903.6,118980,917.16,,90285.075,90384.361,90285.075,90381.543,0.01
1754947800,118980,118980.1,118289.8,118668.6,2964.607,,90385.105,90385.105,89946.323,89965.204,0.01
1754948700,118668.6,118690,118050,118671.3,3271.68,,89962.685,89968.086,89804.776,89862.835,0.01
1754949600,118671.3,118703.8,118333.9,118537.5,1162.033,,89861.901,89922.824,89851.338,89893.241,0.01
1754950500,118537.6,118705.1,118230.7,118492.1,1203.136,,89892.233,89892.233,89800.668,89870.458,0.01
1754951400,118492.1,118685.9,118296.6,118678.4,989.103,,89871.909,89871.909,89764.497,89774.72,0.01
1754952300,118678.5,118884.2,118673.1,118845.5,767.498,,89776.721,89776.721,89733.395,89736.615,0.01
1754953200,118845.6,118854.1,118701,118815.6,949.64,,89736.265,89829.521,89726.552,89822.198,0.01
1754954100,118815.5,118820.4,118615.3,118638.2,488.504,,89814.405,89816.271,89778.212,89778.212,0.01
1754955000,118638.2,118719,118537.1,118719,451.844,,89777.862,89793.023,89768.416,89779.845,0.01
1754955900,118719,118781,118641.8,118641.9,563.856,,89782.67,89782.67,89718.081,89721.495,0.01
1754956800,118641.8,118754.5,118551.7,118694.4,960.374,,89769.638,89769.638,89696.637,89705.141,0.01
1754957700,118694.4,118946.8,118694.3,118836.3,1418.999,,89706.113,89761.363,89641.744,89752.445,0.01
1754958600,118836.3,118929.4,118601.8,118715.6,732.789,,89751.548,89849.173,89751.548,89841.554,0.01
1754959500,118715.5,119000,118684.8,118907.9,799.717,,89841.65,89850.234,89805.867,89810.646,0.01
1754960400,118907.9,119070,118800,118819.5,1250.35,,89812.991,89820.322,89754.54,89773.428,0.01
1754961300,118819.5,119011.9,118718.1,119004.6,1049.638,,89760.783,89822.869,89708.982,89822.869,0.01
1754962200,119004.6,119017.7,118870.4,119000.4,537.206,,89832.509,89865.224,89818.836,89865.224,0.01
1754963100,119000.4,119030.8,118924.4,118924.4,504.162,,89866.012,89878.306,89855.733,89857.292,0.01
1754964000,118924.5,119028.5,118776,118933.9,746.577,,89857.796,89875.966,89804.087,89867.616,0.01
1754964900,118933.9,119112,118864.3,119068.6,621.937,,89860.158,89901.371,89856.405,89864.716,0.01
1754965800,119068.7,119246.4,119050,119126.3,1219.398,,89865.759,89890.403,89800.401,89871.047,0.01
1754966700,119126.3,119126.4,119003.7,119003.7,526.097,,89869.972,89889.037,89839.907,89843.88,0.01
1754967600,119003.7,119043.4,118809,118937.8,822.951,,89845.679,89845.985,89784.13,89788.645,0.01
1754968500,118937.8,118953.1,118825.3,118896.1,710.922,,89787.927,89794.813,89729.61,89751.276,0.01
1754969400,118896.2,119088.3,118816.8,118833,645.171,,89750.161,89800.724,89749.932,89791.086,0.01
1754970300,118833,118888,118702.4,118813.1,753.854,,89791.039,89799.986,89730.376,89748.502,0.01
1754971200,118813.2,118932.7,118759.6,118892,534.365,,89749.911,89758.637,89671.711,89671.711,0.01
1754972100,118891.9,118990,118854.7,118990,445.513,,89667.913,89670.757,89633.055,89650.014,0.01
1754973000,118989.9,119113.2,118935.2,119030.7,1032.633,,89648.728,89726.466,89603.859,89724.878,0.01
1754973900,119030.8,119120,118940,119024,452.669,,89725.613,89743.95,89711.327,89722.756,0.01
1754974800,119024,119024,118603,118796.4,1865.562,,89730.47,89740.473,89523.014,89523.014,0.01
1754975700,118796.4,118820.5,118563,118575.4,993.324,,89529.644,89529.644,89403.661,89431.353,0.01
1754976600,118575.3,118591.2,118377.2,118440.4,1660.168,,89428.656,89498.825,89408.778,89450.931,0.01
1754977500,118440.4,118783.1,118440.3,118783,811.789,,89449.158,89449.158,89396.928,89406.616,0.01
1754978400,118783.1,118845,118655.9,118656.4,833.062,,89415.938,89446.981,89371.541,89374.449,0.01
1754979300,118656.4,118982.9,118552.4,118947.5,1247.276,,89378.998,89431.715,89372.934,89396.886,0.01
1754980200,118947.4,118947.5,118834.6,118906.8,655.32,,89371.176,89391.683,89371.176,89383.312,0.009873
1754981100,118906.8,118973,118776.9,118792.7,866.594,,89383.712,89389.144,89339.262,89374.269,0.009394999999999999
1754982000,118792.7,119065,118792.7,119054.3,889.856,,89372.62,89431.45,89372.62,89418.546,0.009186
1754982900,119054.4,119114.5,119037.4,119078.5,600.647,,89419.455,89449.642,89419.455,89435.28,0.008912999999999999
1754983800,119078.4,119078.5,118930.4,118956,769.365,,89435.459,89435.459,89244.103,89244.103,0.008471
1754984700,118956,119031.6,118911,118931.9,641.87,,89243.346,89258.229,89189.236,89189.236,0.007988
1754985600,118931.9,118963.6,118805.5,118868,540.621,,89189.638,89190.421,89139.727,89179.168,0.0076489999999999995
1754986500,118867.9,118892.5,118740,118774.2,400.012,,89179.308,89183.061,89164.555,89180.674,0.007408
1754987400,118774.2,118991.6,118691.4,118985.9,678.669,,89180.138,89185.592,89160.445,89181.682,0.007389
1754988300,118985.9,119011.9,118750,118761.4,723.515,,89186.785,89277.685,89186.785,89277.542,0.0068720000000000005
1754989200,118761.3,118844,118500,118572.5,1173.947,,89278.591,89346.062,89278.113,89316.275,0.006442
1754990100,118572.5,118718.3,118480.7,118632.1,1280.815,,89309.106,89339.563,89307.737,89323.805,0.00605
1754991000,118632.2,118635.5,118481.4,118499,753.901,,89319.283,89426.54,89315.994,89421.776,0.00573
